title,asin,price,rating,reviews,link,thumbnail
"Prosoria Treatment System Double Kit – 2oz | Powerful Psoriasis Relief with Salicylic Acid, Turmeric, Shea Butter & Vitamins | Gel & Ointment for Scaling, Flaking, Dryness, Itching & Redness Relief",B0791M1Q8B,$69.50,3.8,375,https://www.amazon.com/Prosoria-Psoriasis-Treatment-Pro-Botanical-Ingredients/dp/B0791M1Q8B/,https://m.media-amazon.com/images/I/71ht475MYrL._AC_UL320_.jpg
"Kenkoderm Psoriasis Cream - Natural Moisturizing Face & Body Lotion with 2 Percent Salicylic Acid - Renewing Topical Formula for Dry & Sensitive Skin, Fragrance & Color Free, 10 oz., 1 Jar",B08FBL9CPB,$19.99,4.3,1700,https://www.amazon.com/Kenkoderm-Psoriasis-Moisturizing-Cream-Salicylic/dp/B08FBL9CPB/,https://m.media-amazon.com/images/I/51jiy0NgJhL._AC_UL320_.jpg
"MG217 Psoriasis Shampoo and Conditioner with Salicylic Acid, Therapeutic Scalp Treatment, Softens, Lifts, Removes Scaling, Psoriasis Scalp Treatment, Salicylic Acid Shampoo and Conditioner, 8floz Tube",B0C5F3M1J1,$10.99,4.2,8500,https://www.amazon.com/MG217-Psoriasis-Conditioner-Salicylic-Therapeutic/dp/B0C5F3M1J1/,https://m.media-amazon.com/images/I/51sHy-0N3EL._AC_UL320_.jpg
"emuaid EMUAIDMAX Ointment for Itchy Skin, Maximum Strength Treatment for Athlete's Foot, Psoriasis, Jock Itch, Rash, Eczema, Cold Sores, Blisters, and Yeast Infection, 0.5oz",B0BTQ5M2QS,$21.32,4.2,40900,https://www.amazon.com/emuaid-EMUAIDMAX-Ointment-0-5oz-Treatment/dp/B0BTQ5M2QS/,https://m.media-amazon.com/images/I/61zXGAMSD1L._AC_UL320_.jpg
"ishancare Psoriasis Cream, Potent Moisturizing Treatment Ointment for Psoriasis, Dermatitis & Rashes, Relief from Itching, Redness, Flaking & Scaling, Quick-Acting Soothing Cream for Dry Skin 3.53oz",B0D5B4VCQ6,$21.24,4.0,21,https://www.amazon.com/ishancare-Psoriasis-Moisturizing-Dermatitis-Quick-Acting/dp/B0D5B4VCQ6/,https://m.media-amazon.com/images/I/61jDBh-c8-L._AC_UL320_.jpg
"Amazon Basic Care Maximum Strength Anti-Itch Cream, Hydrocortisone 1 Percent Intensive Healing Formula, Itch Relief For Bug Bites, Eczema, Psoriasis, Poison Ivy, Oak and Sumac, 1 ounce (Pack of 1)",B07J3GCHXQ,$3.37,4.6,16700,https://www.amazon.com/Basic-Care-Hydrocortisone-Anti-Itch-Cream/dp/B07J3GCHXQ/,https://m.media-amazon.com/images/I/61rB2hgVNgL._AC_UL320_.jpg
"ishancare Seborrheic Dermatitis Cream, Maximum Strength Treatment for Psoriasis, Folliculitis, Dermatitis, Dandruff, Fast Relief for Itching, Redness, Irritation, Scaling, 3.53 Oz",B0CRKDJJB3,$21.59,4.6,32,https://www.amazon.com/ishancare-Seborrheic-Dermatitis-Folliculitis-Irritation/dp/B0CRKDJJB3/,https://m.media-amazon.com/images/I/61bf3eTUk4L._AC_UL320_.jpg
"Psoriasis Cream, Maximum Strength Treatment Moisturizing Cream for Psoriasis, Dermatitis, Rash, Anti-Itch, Redness, Flaking, Scaling, Fast Acting Relief for Irritated, Dry Skin",B0CLRSMPBQ,$14.21,4.0,260,https://www.amazon.com/LMNOOP-Psoriasis-Treatment-Moisturizing-Dermatitis/dp/B0CLRSMPBQ/,https://m.media-amazon.com/images/I/71VzlQGphmL._AC_UL320_.jpg
Dermasolve Scalp Psoriasis Medicated Shampoo & Conditioner - Naturally Heals Dandruff Seborrheic Dermatitis Itchy Flakey Inflamed Skin & Provides Soothing Moisturizing Relief - 8 oz bottles (2 Pack),B01EB6WO0C,$27.99,4.2,2000,https://www.amazon.com/Dermasolve-Seborrheic-Dermatitis-Conditioner-Moisturizing/dp/B01EB6WO0C/,https://m.media-amazon.com/images/I/71hBQAsAXqS._AC_UL320_.jpg
"First Honey® Manuka Honey Cream for Dry & Itchy Skin | Fast Relief for Eczema, Rosacea, Psoriasis, & Dermatitis | Natural & No Fillers | Safe for Babies & Toddlers | 1.75 oz",B07FM9HHYR,$13.99,4.3,6300,https://www.amazon.com/Manuka-Therapy-Eczema-Psoriasis-Medical/dp/B07FM9HHYR/,https://m.media-amazon.com/images/I/711xD9+ExZL._AC_UL320_.jpg
"Psoriasis Ointment for Psoriasis Skin-Relieves Itching, Burning, Scaling, Soreness Quick-Acting Soothing Cream for Dry Skin",B0FFTDZGKF,$9.99,5.0,2,https://www.amazon.com/Liwoci-Psoriasis-Ointment-Skin-Relieves-Quick-Acting/dp/B0FFTDZGKF/,https://m.media-amazon.com/images/I/61lGDuVk53L._AC_UL320_.jpg
"PSORIASIS HONEY Skin-Renewing Cream - Eczema & Seborrheic Dermatitis Cream - Psoriasis Treatment for Skin, Redness & Itch Relief (4oz)",B091TZF99Y,$27.96,3.8,416,https://www.amazon.com/PSORIASIS-HONEY-Skin-Renewing-Cream-Moisturizer/dp/B091TZF99Y/,https://m.media-amazon.com/images/I/71SmqcqO5lL._AC_UL320_.jpg
"DERMA E Scalp Relief Treatment, Soothes Itch and Promotes Scalp Health",B09BPBJNZL,$7.98,4.5,753,https://www.amazon.com/Derma-Scalp-Relief-Treatment-Unisex/dp/B09BPBJNZL/,https://m.media-amazon.com/images/I/616vWtrK2nL._AC_UL320_.jpg
"Hermon Jock Itch Antifungal Cream, Ringworm Treatment for Humans, Psoriasis Treatment, Psoriasis Scalp Treatment, Ringworm Cream for Humans, Foot & Body Balm, Provides Soothing Relief-100ml",B0BM6RGRBY,$19.53,4.2,2500,https://www.amazon.com/Antifungal-Psoriasis-Ringworm-Treatment-Relief-100g/dp/B0BM6RGRBY/,https://m.media-amazon.com/images/I/61FYMbrr7NL._AC_UL320_.jpg
"Psoriasis Shampoo, Seborrheic Dermatitis Folliculitis Shampoo, Anti-Fungal and Anti-Dandruff for Men and Women 300ML.",B0DQDTPSK8,$16.70,4.4,732,https://www.amazon.com/Tuymec-Seborrheic-Dermatitis-Folliculitis-Anti-Fungal/dp/B0DQDTPSK8/,https://m.media-amazon.com/images/I/71v7M9iyWzL._AC_UL320_.jpg
SALVE Psoriasis Coal Tar Salicylic Acid 100gm((3.52 Ounce (Pack of 1),B00ST2FEGG,$10.50,4.0,806,https://www.amazon.com/SALVE-Psoriasis-Salicylic-100gm-Ounce/dp/B00ST2FEGG/,https://m.media-amazon.com/images/I/613I6GWnZ6L._AC_UL320_.jpg
The Psoriasis Cure: A Drug-Free Guide to Stopping and Reversing the Symptoms ofPsoriasis,B002JKVXQE,$7.99,4.3,79,https://www.amazon.com/Psoriasis-Cure-Drug-Free-Reversing-ofPsoriasis-ebook/dp/B002JKVXQE/,https://m.media-amazon.com/images/I/5164xBlI4cL._AC_UL320_.jpg
Seborrheic Dermatitis Psoriasis Cream: Antifungal Treatment - Traditional Herbal Infused - Relief for Flaking Irritated Scalp Skin - Steroids Free Lasting Result 3.4 Oz,B0C8BHM75Y,$19.19,4.2,881,https://www.amazon.com/Seborrheic-Dermatitis-Psoriasis-Treatment-Ketoconazole/dp/B0C8BHM75Y/,https://m.media-amazon.com/images/I/61ke4b0E8yL._AC_UL320_.jpg
"Loma Lux Psoriasis Relief Natural w/Minerals - Multi-Symptom Relief - Clinically Proven Treatment Dermatologist Developed for Psoriasis Vulgaris, Seborrheic Dermatitis, Scalp, Inverse Types - 8 Fl Oz",B00006JO5Q,$22.99,3.5,585,https://www.amazon.com/Loma-Lux-Psoriasis-Clinically-Dermatologist/dp/B00006JO5Q/,https://m.media-amazon.com/images/I/61X5x83E6GL._AC_UL320_.jpg
"YARELI Colloidal Oatmeal, 2lb (32oz), Bath Powder for Relief of Dry Itchy Skin Due to Eczema and Psoriasis, for Adults, Baby and Kids",B0DBM58TY9,$19.54,4.8,533,https://www.amazon.com/YARELI-Colloidal-Oatmeal-Powder-Psoriasis/dp/B0DBM58TY9/,https://m.media-amazon.com/images/I/61O3kVNhPHL._AC_UL320_.jpg
"Seborrheic Dermatitis & Psoriasis Face Cream: Dermatitis Treatment Cream for Fungal Acne, Soothes Redness & Flaking on Face, Scalp & Chest - with 12 Plant-Based Ingredients, Steroid-Free",B0FR55HN4C,$19.99,4.9,92,https://www.amazon.com/KOPA-HAIKU-Seborrheic-Dermatitis-Psoriasis/dp/B0FR55HN4C/,https://m.media-amazon.com/images/I/71qZOXLOolL._AC_UL320_.jpg
"TriDerma Psoriasis Control Face & Body Cream - Maximum Strength 3% Salicylic Acid - Moisturizing Psoriasis Cream (No Cortisone, Fragrance or Parabens) - 2.2 oz",B00195S6KQ,$10.99,4.3,391,https://www.amazon.com/TriDerma-Psoriasis-Control-2-2-oz/dp/B00195S6KQ/,https://m.media-amazon.com/images/I/81ZVFrsIFmL._AC_UL320_.jpg
PSORIASIS HONEY Daily Moisturizing Body Lotion - Eczema & Seborrheic Dermatitis Cream for Itchy & Flaking - Moisturizing Psoriasis Treatment for Skin (16oz),B091TY3HRN,$19.96,4.2,166,https://www.amazon.com/PSORIASIS-HONEY-Daily-Moisturizing-Lotion/dp/B091TY3HRN/,https://m.media-amazon.com/images/I/61ag0IilbSL._AC_UL320_.jpg
"Psoriasis Honey Nourishing Scalp & Skin Serum - Dry Oil for Skin - Full Body Non Comedogenic Moisturizer Daily Dry Scalp Oil - Helps Psoriasis, Eczema, & More (1Oz)",B091TYTL8F,$23.96,4.1,239,https://www.amazon.com/Psoriasis-Nourishing-Essential-Versatile-Moisturizer/dp/B091TYTL8F/,https://m.media-amazon.com/images/I/61EBfIXPy-L._AC_UL320_.jpg
"Medline Remedy Olivamine Calazime Skin Protectant Paste Cream, Used with Dry Chapped from Diaper Rash, Incontinence, Dermatitis, Psoriasis, Burns, Bites, White, 4 Oz",B000UDC21C,$8.93,4.7,10700,https://www.amazon.com/Medline-MSC094544-Protectant-incontinence-dermatitis/dp/B000UDC21C/,https://m.media-amazon.com/images/I/611ucUc3EhL._AC_UL320_.jpg
"TriDerma Psoriasis Control Body Wash - Gentle 2% Salicylic Acid Cleanser, AP4 Aloe Vera Gel - Psoriasis Treatment Soothes Itching, Redness, Flaking - No Cortisone or Coal Tar - 16 oz",B085SVMYLX,$19.99,4.5,251,https://www.amazon.com/Psoriasis-Control-Body-Wash-Ounces/dp/B085SVMYLX/,https://m.media-amazon.com/images/I/71fzDjPXilL._AC_UL320_.jpg
Extra Strength Psoriasis Cream (2 Pack) - Seborrheic Dermatitis & Dandruff Lotion - Advanced Moisturizing Relief Formulated to Treat Itchy Flakey Inflamed Skin and Prevent Future Flares - 4.0 oz ea.,B08NXL1DFM,$39.99,4.1,1900,https://www.amazon.com/Strength-Psoriasis-Seborrheic-Dermatitis-Dandruff/dp/B08NXL1DFM/,https://m.media-amazon.com/images/I/61VPEmNVC7L._AC_UL320_.jpg
"emuaid Ointment for Eczema and Psoriasis Relief, Reduces Itching, Pain, Swelling, Regular Strength Treatment for 100+ Skin Conditions, Steroid and Chemical-Free, Suitable for All Ages, 0.5oz",B0BTQ4NT4G,$17.60,4.3,7100,https://www.amazon.com/emuaid-Ointment-0-5oz-Treatment-Infection/dp/B0BTQ4NT4G/,https://m.media-amazon.com/images/I/613MTx0k+IL._AC_UL320_.jpg
"Dandruff Comb Wide Tooth, Stainless Steel Fine Tooth Lice/Psoriasis Scalp Detox Comb for Women, Men & Kids, Professional Portable Sweep/Massage/Clean Shower Brush Tool for Hair Care/Growth (Black)",B0FDW3CTJB,$5.59,4.5,1300,https://www.amazon.com/Dandruff-Stainless-Psoriasis-Professional-Portable/dp/B0FDW3CTJB/,https://m.media-amazon.com/images/I/61+zF9gV2KL._AC_UL320_.jpg
"Antifungal Shampoo for Folliculitis and Seborrheic Dermatitis: Scalp Psoriasis Treatment, Dandruff & Itchy Scalp Relief with Salicylic Acid, Piroctone Olamine, Rosemary & Coconut Oil 8.8 fl.oz",B0FZLR3QSB,$25.99,4.8,517,https://www.amazon.com/Antifungal-Shampoo-Folliculitis-Seborrheic-Dermatitis/dp/B0FZLR3QSB/,https://m.media-amazon.com/images/I/71itpYQBFDL._AC_UL320_.jpg
"BALM OF GILEAD Manuka Eczema Honey Cream - Moisturizer for Sensitive Skin, Eczema, Psoriasis & Dermatitis - Manuka Honey Ointment, Grassfed Tallow",B087258KHP,$19.74,4.4,2100,https://www.amazon.com/dp/B087258KHP/,https://m.media-amazon.com/images/I/815K1x3AFyL._AC_UL320_.jpg
"Tea Tree Body Wash MaxTherapy, Itchy Skin Relief Soap, Soothes Jock Itch, Athlete's Foot, Acne, Eczema, Psoriasis & Sensitive Skin, Intimate Wash, Men & Women, 2-Pack, Original Edition",B0CRF86WXG,$21.95,4.6,890,https://www.amazon.com/dp/B0CRF86WXG/,https://m.media-amazon.com/images/I/71Kkc680EYL._AC_UL320_.jpg
"TriDerma Psoriasis Control Face and Body Cream, 4.2 Ounces",B00BHZQ8LW,$14.99,4.4,2700,https://www.amazon.com/dp/B00BHZQ8LW/,https://m.media-amazon.com/images/I/71ps46hgeIL._AC_UL320_.jpg
"Roycederm Seborrheic Dermatitis Cream, Scalp Treatment for Psoriasis, Folliculitis, Dry Scalp, Dandruff, Anti-Itch Cream for Soothing Relief",B09Y279LYK,$21.21,4.2,1100,https://www.amazon.com/dp/B09Y279LYK/,https://m.media-amazon.com/images/I/71NI+5hJfuL._AC_UL320_.jpg
Boiron Thyroidinum 6C for Symptoms of Eczema or Psoriasis - 80 Pellets,B0006ONHAU,$7.27,4.7,44,https://www.amazon.com/BOIRON-USA-Thyroidinum-Health-Beauty/dp/B0006ONHAU/,https://m.media-amazon.com/images/I/61AK5c++4rL._AC_UL320_.jpg
"Eczema Soap Bar for Face and Body – All Natural Dermatitis, Psoriasis Treatment for Dry Itchy Sensitive Skin Relief – Gentle Detoxifying, Healing, Anti-Itch, Oatmeal Goat Milk Wash for Kids, & Adults",B0FCSM4WDC,$5.99,4.5,35,https://www.amazon.com/Eczema-Soap-Bar-Face-Body/dp/B0FCSM4WDC/,https://m.media-amazon.com/images/I/61LdbakXqQL._AC_UL320_.jpg
"Nizoral Scalp Itch Relief Liquid—Relieves Scalp Itch and Soothes, Calms and Hydrates with Maximum Strength Anti-Itch Medicine (Hydrocortisone 1%), 2 Fl Oz",B0CP9R1ZXC,$9.88,4.3,1800,https://www.amazon.com/Nizoral-Liquid-Relieves-Hydrates-Anti-Itch-Hydrocortisone/dp/B0CP9R1ZXC/,https://m.media-amazon.com/images/I/71HXyywpbEL._AC_UL320_.jpg
"Prosoria Treatment System Single Kit – 2oz | Powerful Psoriasis Relief with Salicylic Acid, Turmeric, Shea Butter & Vitamins | Gel & Ointment for Scaling, Flaking, Dryness, Itching & Redness Relief",B077XWMSHW,,3.8,375,https://www.amazon.com/Prosoria-Treatment-System-Single-Kit/dp/B077XWMSHW/,https://m.media-amazon.com/images/I/71QsR6zsKVL._AC_UL320_.jpg
"Psoriasis Shampoo for Men & Women | Itchy Scalp Treatment with Manuka Honey | Best for Eczema, Seborrheic Dermatitis, Ringworm & Folliculitis Scalp Treatment",B0CPKZ951S,$21.55,4.2,864,https://www.amazon.com/Antifungal-Seborrheic-Dermatitis-Strengthens-Hair/dp/B0CPKZ951S/,https://m.media-amazon.com/images/I/81ZSFajmKeL._AC_UL320_.jpg
"Gold Bond Medicated Eczema Relief Skin Protectant Cream, 8 oz., With 2% Colloidal Oatmeal",B00GIHMOGW,$7.88,4.7,14200,https://www.amazon.com/Gold-Bond-Ultimate-Eczema-Protectant/dp/B00GIHMOGW/,https://m.media-amazon.com/images/I/61uQD8TKqnL._AC_UL320_.jpg
"MG217 Deep Conditioning Salicylic Acid Scalp Care for Psoriasis, Exfoliating and Hydrating Formula, Sulfate-Free, Paraben-Free, Cruelty-Free, Fragrance-Free, 6 fl oz",B0D33ZSJJX,$9.84,4.3,244,https://www.amazon.com/MG217-Conditioning-Exfoliates-Moisturizes-Hyaluronic/dp/B0D33ZSJJX/,https://m.media-amazon.com/images/I/51fyBp89G+L._AC_UL320_.jpg
"Psoriasis Shampoo for Dry & Itchy Scalp - Psoriasis Scalp Treatment for Eczema Relief, Seborrheic Dermatitis, Ringworm & Folliculitis - Itchy Scalp Shampoo for Flakes & Acne with Manuka Honey",B0FN6NGXNR,$21.99,4.8,14,https://www.amazon.com/Psoriasis-Shampoo-Dry-Itchy-Scalp/dp/B0FN6NGXNR/,https://m.media-amazon.com/images/I/71Kz6upXbkL._AC_UL320_.jpg
"DermaSolve Scalp Psoriasis & Dandruff free Medicated Shampoo with Conditioner, Ultimate Seborrheic Dermatitis Treatment for Itchy, Flakey Scalp, Soothing & Moisturizing Relief",B08PHYGXQM,$24.99,4.2,1700,https://www.amazon.com/Psoriasis-Conditioner-DermaSolve-Seborrheic-Dermatitis/dp/B08PHYGXQM/,https://m.media-amazon.com/images/I/61dRYOV1wdS._AC_UL320_.jpg
"Nizoral Psoriasis Shampoo & Conditioner - Effective Scalp Psoriasis Treatment, 11 Ounce",B08QN72JCY,$17.88,4.4,12000,https://www.amazon.com/dp/B08QN72JCY/,https://m.media-amazon.com/images/I/71dtHe5aY4L._AC_UL320_.jpg
"Manuka Honey Eczema Cream Moisturizing Lotion for Psoriasis Relief - Itchy, Dry Skin Rash Ointment - Soothing Moisturizer for Baby, Kids, Adults - High Strength Body & Face Cream 4oz",B07FDLZ9TQ,$19.99,4.3,1700,https://www.amazon.com/dp/B07FDLZ9TQ/,https://m.media-amazon.com/images/I/61bkqs8c0kL._AC_UL320_.jpg
"Loma Lux Psoriasis Relief Natural w/Minerals - Multi-Symptom Relief - Clinically Proven Treatment Dermatologist Developed for Psoriasis Vulgaris, Seborrheic Dermatitis, Scalp, Inverse Types - 8 Fl Oz",B00006JO5Q,$22.99,3.5,585,https://www.amazon.com/dp/B00006JO5Q/,https://m.media-amazon.com/images/I/61X5x83E6GL._AC_UL320_.jpg
"Psoriasis Cream for Itchy Scalp, Face & Body | Eczema Cream for Adults | Psoriasis Treatment for Skin | Itching, Irritation & Redness Relief | XL Size",B0DYG37Z3R,$16.49,4.2,864,https://www.amazon.com/dp/B0DYG37Z3R/,https://m.media-amazon.com/images/I/71VaOkUDmdL._AC_UL320_.jpg
"Skinfix KP + PsO Smoothing Body Treatment - 5.07 oz - Clinical-Grade Lactic Acid Smoothing Treatment for Keratosis Pilaris- and Psoriasis-Prone Skin - Safe for Sensitive Skin - Vegan, Cruelty Free",B0CC9D99GG,$30.00,4.0,33,https://www.amazon.com/Skinfix-Psoriasis-Smoothing-Treatment-Lotion/dp/B0CC9D99GG/,https://m.media-amazon.com/images/I/612jgR3CUPL._AC_UL320_.jpg
Hermon Psoriasis Eczema Relief Cream: Maximum Strength for Psoriasis Eczema - Relieve Symptom of Resistant Effective for Seborrheic Dermatitis Folliculitis 100m 3.4 Fl Oz (Pack of 1),B0DHT27CP6,$19.74,4.0,135,https://www.amazon.com/Hermon-Psoriasis-Eczema-Relief-Cream/dp/B0DHT27CP6/,https://m.media-amazon.com/images/I/61n+PFYQqKL._AC_UL320_.jpg
Healing Psoriasis: The Natural Alternative,0470267267,$13.30,4.5,1200,https://www.amazon.com/Healing-Psoriasis-John-Pagano-D-C/dp/0470267267/,https://m.media-amazon.com/images/I/81spOIpt7YL._AC_UL320_.jpg
"MG217 Psoriasis Dead Sea Exfoliating Bar Soap, Smooth & Soothe with Natural Exfoliating Agents, Aloe Vera, Papaya and Pineapple extract for Psoriasis Skincare, 5oz",B0BZ5WLGNY,$10.05,4.4,55,https://www.amazon.com/MG217-Psoriasis-Dead-Exfoliating-Soap/dp/B0BZ5WLGNY/,https://m.media-amazon.com/images/I/51SQGCw8xPL._AC_UL320_.jpg
"Psoriasis Shampoo, Anti-Fungal Shampoo for Seborrheic Dermatitis & Folliculitis, Relieves Itchy Scalp & Dandruff, Safe for All Skin Types (250ml)",B0DXJPBR6T,$16.69,4.4,98,https://www.amazon.com/dp/B0DXJPBR6T/,https://m.media-amazon.com/images/I/71XuaDfQ2sL._AC_UL320_.jpg
"MagniLife Psoriasis Care+, Natural Itch and Pain Relief, Moisturization Helps to Reduce Redness, Scaling and Flaking on Body & Scalp - Unscented, Non-Toxic - 2oz",B07B4L4DPY,$12.79,4.2,274,https://www.amazon.com/dp/B07B4L4DPY/,https://m.media-amazon.com/images/I/71lVKckJxkL._AC_UL320_.jpg
Topical Probiotic Skin Cream - 4OZ Jar 13 Strain Moisturizing Probiotic Lotion Eczema Treatment Psoriasis Treatment for Cystic Acne Probiotic Skin Care Cream Nail Fungus Treatment,B0837H1LYV,$23.96,4.1,143,https://www.amazon.com/dp/B0837H1LYV/,https://m.media-amazon.com/images/I/612kIOgAdaL._AC_UL320_.jpg
"KAMEDIS Scalp Moisturizer Lotion For Dry, Itchy, Dandruff, Flaky, Seborrheic Dermatitis, Psoriasis and Sensitive Scalp. Over-Night Mask Treatment Botanicals-Based. Parabens Free. 3.38 Fl Oz.",B07BXZ4T3G,$17.97,4.1,2500,https://www.amazon.com/dp/B07BXZ4T3G/,https://m.media-amazon.com/images/I/71kFTXuIe6L._AC_UL320_.jpg
"MG217 Psoriasis Dead Sea Exfoliating Bar Soap, Repair & Protect with Dead Sea Salt, Oregon Grape Root Extract, Oatmeal for Psoriasis Skincare, 5oz",B0BZ5X4ZGP,$7.25,4.2,71,https://www.amazon.com/MG217-Psoriasis-Exfoliating-Protect-Skincare/dp/B0BZ5X4ZGP/,https://m.media-amazon.com/images/I/51eSdxQdDZL._AC_UL320_.jpg
"All Natural Pine Tar Soap Bar 4oz – Cleansing Anti Acne Eczema Psoriasis Itch Relief Pine Tar Face & Body Wash Cleanser – Pure Goat’s Milk Soap with Oatmeal, Charcoal, Essential Oils Made in USA",B095G1C1RG,$6.99,4.3,534,https://www.amazon.com/All-Natural-Pine-Tar-Soap/dp/B095G1C1RG/,https://m.media-amazon.com/images/I/71nQPnlcZtL._AC_UL320_.jpg
"Seborrheic Dermatitis & Psoriasis Cream, Shampoo and Conditioner Set - Scalp Therapy System for Folliculitis, Psoriasis, Dandruff, Dry Scalp - Scalp Treatment to Relieve Itching, Flaking, Irritation",B0F48W48Y1,$47.90,4.2,133,https://www.amazon.com/Seborrheic-Dermatitis-Psoriasis-Shampoo-Conditioner/dp/B0F48W48Y1/,https://m.media-amazon.com/images/I/7133wQJpXIL._AC_UL320_.jpg
"Seborrheic Dermatitis Psoriasis Care Cream - Dry Scalp Face & Body Moisturizer with Anti Itch & Dandruff Relief, Daily Soothing Skin Care for Men & Women",B0FK272PR1,$11.99,3.8,27,https://www.amazon.com/DR-Afanyr-Seborrheic-Dermatitis-Psoriasis-Folliculitis/dp/B0FK272PR1/,https://m.media-amazon.com/images/I/61urG8-TcCL._AC_UL320_.jpg
Gold Bond Ultimate Multi-Symptom Psoriasis Relief Cream 4 Ounce (Pack of 2),B01NBQQ7MG,$27.41,4.5,186,https://www.amazon.com/Gold-Bond-Ultimate-Multi-Symptom-Psoriasis/dp/B01NBQQ7MG/,https://m.media-amazon.com/images/I/61FQUV3Q-jL._AC_UL320_.jpg
"SkinSmart Antimicrobial Eczema Therapy with Hypochlorous Acid, Safely Removes Bacteria so Skin Can Heal, for Adults, Kids and Seniors, 8 Ounce Clear Spray",B01N0O0TV7,$14.84,4.3,14500,https://www.amazon.com/SkinSmart-ANTIMICROBIAL-oz-Clear-Hypochlorous-ingredients/dp/B01N0O0TV7/,https://m.media-amazon.com/images/I/61yXN-LoqRL._AC_UL320_.jpg
"SORARESAL Psoriasis Cream - Comfort Remedy with Safflower Oil, Coconut Oil and Salicylic Acid – Eczema Cream for Itchy, Flaky Skin and Eczema Relief",B0B6GSLCTR,$33.00,3.7,54,https://www.amazon.com/SORARESAL-Psoriasis-Treatment-Salicylic-Moisturizer/dp/B0B6GSLCTR/,https://m.media-amazon.com/images/I/71jv9yx-8SL._AC_UL320_.jpg
"Nature's Way Boericke & Tafel Psoriaflora Topical Cream, Dry Skin Relief††, Reduces Redness & Itching††, Psoriasis Treatment††, 1 Oz",B00008ZPFZ,$11.78,4.4,187,https://www.amazon.com/Boericke-Tafel-Psoriaflora-Topical-Cream/dp/B00008ZPFZ/,https://m.media-amazon.com/images/I/71L-WGXLOPL._AC_UL320_.jpg
Anti-Fungal Shampoo for Scalp Psoriasis: Dandruff Shampoo for Folliculitis and Seborrheic Dermatitis - Relieves Itchy & Dry Scalp - 300 mL / 10.1 fl.oz,B0F7TBPTDT,$17.49,4.6,473,https://www.amazon.com/Uttse-Anti-Fungal-Shampoo-Scalp-Psoriasis/dp/B0F7TBPTDT/,https://m.media-amazon.com/images/I/71hyzPjGRuL._AC_UL320_.jpg
"emuaid Ointment for Eczema and Psoriasis Relief, Reduces Itching, Pain, Swelling, Regular Strength Treatment for 100+ Skin Conditions, Steroid and Chemical-Free, Suitable for All Ages, 0.5oz",B0BTQ4NT4G,$17.60,4.3,7100,https://www.amazon.com/emuaid-Ointment-0-5oz-Treatment-Infection/dp/B0BTQ4NT4G/,https://m.media-amazon.com/images/I/613MTx0k+IL._AC_UL320_.jpg
"Gloves In A Bottle Shielding Lotion, Relief for Eczema and Psoriasis, 8 Fl Oz (Pack of 1)",B000UBN5S8,$21.95,4.4,14700,https://www.amazon.com/Gloves-Bottle-Shielding-Lotion-8-Ounce/dp/B000UBN5S8/,https://m.media-amazon.com/images/I/61d4RozWTeL._AC_UL320_.jpg
"Marie Originals Eczema Face Soap Body Wash Bar – All Natural Psoriasis, Dermatitis Treatment for Dry Itchy Flaky Skin Relief – Gentle Detoxifying, Healing, Anti-Itch, Cleansing Skincare (Pack of 2)",B089JC9VMN,$12.99,4.3,1600,https://www.amazon.com/Maries-Original-Eczema-Face-Soap/dp/B089JC9VMN/,https://m.media-amazon.com/images/I/511NUp3-K0L._AC_UL320_.jpg
"Plus Eczema Treatment, Psoriasis Treatment Treats Acne, Dermatitis, Rosacea, Cold Sores, Pet Rashes, Bug Bites, Poison Ivy, Anti Itch Spray for Itchy Skin Relief for Kids, Adult & Baby",B07ZS3DY5L,$15.95,4.3,2900,https://www.amazon.com/Thyme-Out-Psoriasis-Dermatitis-Inflammation/dp/B07ZS3DY5L/,https://m.media-amazon.com/images/I/61AiT6K1WjL._AC_UL320_.jpg
"WooDerma Soothing Cream for Skin Prone to Eczema and Psoriasis – Hydrating Botanical Moisturizer for Dry, Rough, Itchy, and Flaky Skin",B0F9LTG7B9,$9.99,4.2,43,https://www.amazon.com/WooDerma-Soothing-Cream-Eczema-Psoriasis/dp/B0F9LTG7B9/,https://m.media-amazon.com/images/I/51N+j5WVkFL._AC_UL320_.jpg
"Dermabon Psoriasis, Dermatitis & Dandruff Control soap bar with 2% Coal Tar as its Active Ingredient - 1 Pack",B0B6KHNS33,$29.99,4.4,346,https://www.amazon.com/Dermabon-Seborrheic-Ingredient-Soothes-Inflammation-Moisturizes/dp/B0B6KHNS33/,https://m.media-amazon.com/images/I/81PJt4FDhqL._AC_UL320_.jpg
"Keika Charcoal Black Soap Bar for Eczema, Psoriasis, Face, Body, Men Women Teens with Oily Skin, 5 oz.",B07CK9L2J5,$7.99,4.5,5700,https://www.amazon.com/Keika-Naturals-Charcoal-Eczema-Psoriasis/dp/B07CK9L2J5/,https://m.media-amazon.com/images/I/81PGL0+oLZL._AC_UL320_.jpg
"quitch Hydrocortisone Healing Balm, Eczema Cream for Kids Stick, Psoriasis Relief Treatment, Anti Itch Maximum Strength, Healing Ointment, Rash, Dry Skin Treatment for Skin, Avocado Oil Squalane",B0DKZ5TKGW,$7.96,4.5,87,https://www.amazon.com/quitch-Hydrocortisone-Psoriasis-Treatment-Strength/dp/B0DKZ5TKGW/,https://m.media-amazon.com/images/I/71TLr72EUPL._AC_UL320_.jpg
